ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,Year,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL,B365W,B365L,B&WW,B&WL,EXW,EXL,PSW,PSL,WPts,LPts,UBW,UBL,LBW,LBL,SJW,SJL,MaxW,MaxL,AvgW,AvgL,Unnamed: 0
28,Nur-Sultan,Astana Open,2020-11-01,ATP250,Indoor,Hard,The Final,3.0,Millman J.,Mannarino A.,45,39,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2020,,,,,,,,,2.2,1.61,,,,,2.38,1.65,1166.0,1296.0,,,,,,,2.54,1.73,2.26,1.63,
29,Vienna,Erste Bank Open,2020-11-01,ATP500,Indoor,Hard,The Final,3.0,Rublev A.,Sonego L.,8,42,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2020,,,,,,,,,1.14,5.5,,,,,1.13,7.51,3429.0,1253.0,,,,,,,1.18,7.51,1.14,5.85,
30,Paris,BNP Paribas Masters,2020-11-08,Masters 1000,Indoor,Hard,The Final,3.0,Medvedev D.,Zverev A.,5,7,5.0,7.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,2020,,,,,,,,,1.9,1.9,,,,,2.01,1.92,5980.0,5015.0,,,,,,,2.05,2.0,1.91,1.9,
31,Sofia,Sofia Open,2020-11-14,ATP250,Indoor,Hard,The Final,3.0,Sinner J.,Pospisil V.,44,74,6.0,4.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2020,,,,,,,,,1.4,2.75,,,,,1.45,2.97,1214.0,863.0,,,,,,,1.48,3.0,1.43,2.82,
32,London,Masters Cup,2020-11-22,Masters Cup,Indoor,Hard,The Final,3.0,Medvedev D.,Thiem D.,4,3,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2020,,,,,,,,,1.66,2.2,,,,,1.66,2.4,6970.0,9125.0,,,,,,,1.85,2.4,1.66,2.26,
1,Antalya,Antalya Open,2021-01-13,ATP250,Indoor,Hard,The Final,3.0,De Minaur A.,Bublik A.,23,49,,2.0,,,,,,,,,0.0,,Retired,2021,,,,,,,,,1.2,4.5,,,,,1.22,4.87,1860.0,1090.0,,,,,,,1.23,5.3,1.21,4.43,
2,Delray Beach,Delray Beach Open,2021-01-13,ATP250,Outdoor,Hard,The Final,3.0,Hurkacz H.,Korda S.,35,119,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.8,2.0,,,,,1.83,2.09,1518.0,566.0,,,,,,,1.92,2.14,1.81,2.0,
3,Melbourne,Great Ocean Road Open,2021-02-07,ATP250,Outdoor,Hard,The Final,3.0,Sinner J.,Travaglia S.,36,71,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.25,4.0,,,,,1.22,4.88,1464.0,894.0,,,,,,,1.27,4.88,1.23,4.21,
4,Melbourne,Murray River Open,2021-02-07,ATP250,Outdoor,Hard,The Final,3.0,Evans D.,Auger-Aliassime F.,33,21,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,2.2,1.66,,,,,2.35,1.67,1589.0,2241.0,,,,,,,2.4,1.7,2.25,1.65,
5,Melbourne,Australian Open,2021-02-21,Grand Slam,Outdoor,Hard,The Final,5.0,Djokovic N.,Medvedev D.,1,4,7.0,5.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,2021,,,,,,,,,1.83,2.0,,,,,1.83,2.09,12030.0,8715.0,,,,,,,1.97,2.1,1.84,2.0,
6,Cordoba,Cordoba Open,2021-02-28,ATP250,Outdoor,Clay,The Final,3.0,Cerundolo J.M.,Ramos-Vinolas A.,335,47,6.0,0.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,2.62,1.5,,,,,2.64,1.55,132.0,1210.0,,,,,,,2.88,1.56,2.6,1.5,
7,Montpellier,Open Sud de France,2021-02-28,ATP250,Indoor,Hard,The Final,3.0,Goffin D.,Bautista Agut R.,15,13,5.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,3.0,1.4,,,,,2.95,1.46,2600.0,2710.0,,,,,,,3.15,1.46,2.9,1.41,
8,Singapore,Singapore Open,2021-02-28,ATP250,Indoor,Hard,The Final,3.0,Popyrin A.,Bublik A.,114,46,4.0,6.0,6.0,0.0,6.0,2.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,2.3,1.61,,,,,2.37,1.66,643.0,1255.0,,,,,,,2.45,1.73,2.31,1.62,
9,Buenos Aires,Argentina Open,2021-03-07,ATP250,Outdoor,Clay,The Final,3.0,Schwartzman D.,Cerundolo F.,9,137,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.2,4.5,,,,,1.18,5.65,3480.0,532.0,,,,,,,1.21,6.75,1.16,5.28,
10,Rotterdam,ABN AMRO World Tennis Tournament,2021-03-07,ATP500,Indoor,Hard,The Final,3.0,Rublev A.,Fucsovics M.,8,59,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.25,4.0,,,,,1.29,3.98,4609.0,1072.0,,,,,,,1.31,4.0,1.27,3.75,
11,Doha,Qatar Exxon Mobil Open,2021-03-13,ATP250,Outdoor,Hard,The Final,3.0,Basilashvili N.,Bautista Agut R.,42,13,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,4.0,1.25,,,,,4.64,1.24,1405.0,2770.0,,,,,,,4.64,1.29,4.06,1.24,
12,Marseille,Open 13,2021-03-14,ATP250,Indoor,Hard,The Final,3.0,Medvedev D.,Herbert P.H.,3,93,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.2,4.5,,,,,1.19,5.38,9735.0,822.0,,,,,,,1.22,5.5,1.18,4.9,
13,Santiago,Chile Open,2021-03-14,ATP250,Indoor,Clay,The Final,3.0,Garin C.,Bagnis F.,22,118,6.0,4.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.5,2.62,,,,,1.55,2.65,2180.0,633.0,,,,,,,1.55,3.0,1.49,2.62,
14,Acapulco,Abierto Mexicano,2021-03-21,ATP500,Outdoor,Hard,The Final,3.0,Zverev A.,Tsitsipas S.,7,5,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,2.75,1.44,,,,,2.52,1.59,5635.0,6765.0,,,,,,,2.78,1.61,2.57,1.51,
15,Dubai ,Dubai Tennis Championships,2021-03-20,ATP500,Outdoor,Hard,The Final,3.0,Karatsev A.,Harris L.,42,81,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.5,2.62,,,,,1.54,2.66,1395.0,885.0,,,,,,,1.57,2.71,1.51,2.57,
16,Miami,Miami Open,2021-04-04,Masters 1000,Outdoor,Hard,The Final,3.0,Hurkacz H.,Sinner J.,37,31,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,2.37,1.57,,,,,2.36,1.66,1645.0,1789.0,,,,,,,2.55,1.7,2.38,1.59,
17,Cagliari,Sardegna Open,2021-04-11,ATP250,Outdoor,Hard,The Final,3.0,Sonego L.,Djere L.,34,57,2.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,2.2,1.66,,,,,2.37,1.66,1717.0,1133.0,,,,,,,2.45,1.73,2.28,1.63,
18,Marbella,AnyTech365 Andalucia Open,2021-04-11,ATP250,Outdoor,Hard,The Final,3.0,Carreno Busta P.,Munar J.,15,95,6.0,1.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.57,2.37,,,,,1.67,2.36,2630.0,815.0,,,,,,,1.71,2.65,1.58,2.38,
19,Monte Carlo,Monte Carlo Masters,2021-04-18,Masters 1000,Outdoor,Clay,The Final,3.0,Tsitsipas S.,Rublev A.,5,8,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,2.0,1.8,,,,,2.0,1.91,7040.0,5400.0,,,,,,,2.22,1.92,2.0,1.82,
20,Barcelona,Barcelona Open,2021-04-25,ATP500,Outdoor,Clay,The Final,3.0,Nadal R.,Tsitsipas S.,3,5,6.0,4.0,6.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.57,2.37,,,,,1.54,2.66,9490.0,7860.0,,,,,,,1.63,2.66,1.53,2.49,
21,Belgrade,Serbia Open,2021-04-25,ATP250,Outdoor,Clay,The Final,3.0,Berrettini M.,Karatsev A.,10,28,6.0,1.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,2.0,1.8,,,,,1.95,1.95,3453.0,1946.0,,,,,,,2.09,1.95,1.94,1.87,
22,Estoril,Millennium Estoril Open,2021-05-02,ATP250,Outdoor,Clay,The Final,3.0,Ramos-Vinolas A.,Norrie C.,46,50,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.57,2.37,,,,,1.57,2.58,1405.0,1200.0,,,,,,,1.64,2.58,1.57,2.4,
23,Munich,BMW Open,2021-05-02,ATP250,Outdoor,Clay,The Final,3.0,Basilashvili N.,Struff J.L.,35,44,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.72,2.1,,,,,1.79,2.15,1645.0,1440.0,,,,,,,1.82,2.49,1.68,2.19,
24,Madrid,Mutua Madrid Open,2021-05-09,Masters 1000,Outdoor,Clay,The Final,3.0,Zverev A.,Berrettini M.,6,10,6.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.61,2.3,,,,,1.68,2.34,6125.0,3493.0,,,,,,,1.69,2.49,1.62,2.31,
25,Rome,Internazionali BNL d'Italia,2021-05-16,Masters 1000,Outdoor,Clay,The Final,3.0,Nadal R.,Djokovic N.,3,1,7.0,5.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.5,2.62,,,,,1.58,2.55,9630.0,11463.0,,,,,,,1.58,2.88,1.51,2.58,
26,Geneva,Geneva Open,2021-05-22,ATP250,Outdoor,Clay,The Final,3.0,Ruud C.,Shapovalov D.,21,15,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.61,2.3,,,,,1.69,2.31,2485.0,2675.0,,,,,,,1.71,2.35,1.65,2.24,
27,Lyon,Lyon Open,2021-05-23,ATP250,Outdoor,Clay,The Final,3.0,Tsitsipas S.,Norrie C.,5,49,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.16,5.0,,,,,1.16,6.1,7430.0,1315.0,,,,,,,1.25,6.1,1.16,5.13,
28,Belgrade,Belgrade Open,2021-05-29,ATP250,Outdoor,Clay,The Final,3.0,Djokovic N.,Molcan A.,1,255,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.02,19.0,,,,,1.04,16.89,11063.0,237.0,,,,,,,1.05,26.0,1.02,14.21,
29,Parma,Emilia-Romagna Open,2021-05-29,ATP250,Outdoor,Clay,The Final,3.0,Korda S.,Cecchinato M.,63,104,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.61,2.3,,,,,1.62,2.46,1043.0,773.0,,,,,,,1.67,2.49,1.59,2.35,
30,Paris,French Open,2021-06-13,Grand Slam,Outdoor,Clay,The Final,5.0,Djokovic N.,Tsitsipas S.,1,5,6.0,7.0,2.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,3.0,2.0,Completed,2021,,,,,,,,,1.4,3.0,,,,,1.45,2.97,11313.0,7500.0,,,,,,,1.45,3.5,1.38,3.11,
31,Stuttgart,Mercedes Cup,2021-06-13,ATP250,Outdoor,Grass,The Final,3.0,Cilic M.,Auger-Aliassime F.,47,21,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.8,2.0,,,,,1.81,2.11,1388.0,2423.0,,,,,,,1.83,2.32,1.77,2.05,
32,Halle,Halle Open,2021-06-20,ATP500,Outdoor,Grass,The Final,3.0,Humbert U.,Rublev A.,31,7,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,3.0,1.4,,,,,3.09,1.43,1815.0,5910.0,,,,,,,3.15,1.51,2.92,1.4,
33,Queens Club,Queen's Club Championships,2021-06-20,ATP500,Outdoor,Grass,The Final,3.0,Berrettini M.,Norrie C.,9,41,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.28,3.75,,,,,1.3,3.89,4103.0,1510.0,,,,,,,1.34,4.0,1.28,3.65,
34,Eastbourne,Viking International,2021-06-26,ATP250,Outdoor,Grass,The Final,3.0,De Minaur A.,Sonego L.,18,27,4.0,6.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.44,2.75,,,,,1.43,3.08,2485.0,2042.0,,,,,,,1.52,3.08,1.42,2.86,
35,Mallorca,Mallorca Championships,2021-06-26,ATP250,Outdoor,Grass,The Final,3.0,Medvedev D.,Querrey S.,2,60,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.28,3.75,,,,,1.26,4.28,10053.0,1113.0,,,,,,,1.29,4.28,1.25,3.89,
36,London,Wimbledon,2021-07-11,Grand Slam,Outdoor,Grass,The Final,5.0,Djokovic N.,Berrettini M.,1,9,6.0,7.0,6.0,4.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,2021,,,,,,,,,1.22,4.5,,,,,1.23,4.69,12113.0,4468.0,,,,,,,1.27,5.06,1.21,4.59,
37,Bastad,Nordea Open,2021-07-18,ATP250,Outdoor,Clay,The Final,3.0,Ruud C.,Coria F.,16,77,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.14,5.5,,,,,1.2,5.22,2725.0,933.0,,,,,,,1.22,5.5,1.17,5.0,
38,Hamburg,European Open,2021-07-18,ATP250,Outdoor,Clay,The Final,3.0,Carreno Busta P.,Krajinovic F.,13,44,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.66,2.2,,,,,1.74,2.23,2940.0,1514.0,,,,,,,1.78,2.29,1.68,2.16,
39,Newport,Hall of Fame Championships,2021-07-18,ATP250,Outdoor,Grass,The Final,3.0,Anderson K.,Brooksby J.,113,152,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.61,2.3,,,,,1.61,2.48,708.0,487.0,,,,,,,1.67,2.59,1.56,2.41,
40,Gstaad,Suisse Open Gstaad,2021-07-25,ATP250,Outdoor,Clay,The Final,3.0,Ruud C.,Gaston H.,14,155,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.14,5.5,,,,,1.16,6.04,2840.0,489.0,,,,,,,1.23,7.0,1.14,5.71,
41,Los Cabos,Mifel Open,2021-07-25,ATP250,Outdoor,Hard,The Final,3.0,Norrie C.,Nakashima B.,30,134,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.4,3.0,,,,,1.42,3.14,1815.0,576.0,,,,,,,1.44,3.5,1.39,2.98,
42,Umag,Croatia Open,2021-07-25,ATP250,Outdoor,Clay,The Final,3.0,Alcaraz C.,Gasquet R.,73,59,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.25,4.0,,,,,1.27,4.21,963.0,1139.0,,,,,,,1.29,4.9,1.23,4.12,
43,Atlanta,BB&T Atlanta Open,2021-08-01,ATP250,Outdoor,Hard,The Final,3.0,Isner J.,Nakashima B.,35,115,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.8,2.0,,,,,1.82,2.11,1718.0,718.0,,,,,,,1.82,2.2,1.74,2.09,
44,Kitzbuhel,Generali Open,2021-07-31,ATP250,Outdoor,Clay,The Final,3.0,Ruud C.,Martinez P.,14,97,6.0,1.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.33,3.4,,,,,1.3,3.93,3045.0,816.0,,,,,,,1.35,3.93,1.3,3.5,
45,Washington,Citi Open,2021-08-08,ATP500,Outdoor,Hard,The Final,3.0,Sinner J.,Mcdonald M.,24,107,7.0,5.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.25,4.0,,,,,1.3,3.95,2280.0,770.0,,,,,,,1.31,4.3,1.26,3.77,
46,Toronto,Canadian Open,2021-08-15,Masters 1000,Outdoor,Hard,The Final,3.0,Medvedev D.,Opelka R.,2,32,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.16,5.0,,,,,1.22,4.9,9643.0,1741.0,,,,,,,1.23,5.6,1.19,4.74,
47,Cincinnati,Western & Southern Financial Group Masters,2021-08-22,Masters 1000,Outdoor,Hard,The Final,3.0,Zverev A.,Rublev A.,5,7,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.4,3.0,,,,,1.4,3.22,7263.0,6005.0,,,,,,,1.44,3.25,1.4,2.95,
48,Winston-Salem,Winston-Salem Open at Wake Forest University,2021-08-28,ATP250,Outdoor,Hard,The Final,3.0,Ivashka I.,Ymer M.,63,90,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.44,2.75,,,,,1.5,2.8,1025.0,843.0,,,,,,,1.5,3.17,1.43,2.81,
49,New York,US Open,2021-09-12,Grand Slam,Outdoor,Hard,The Final,5.0,Medvedev D.,Djokovic N.,2,1,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,2021,,,,,,,,,3.0,1.4,,,,,3.14,1.42,9980.0,11113.0,,,,,,,3.36,1.45,3.04,1.39,
50,Metz,Open de Moselle,2021-09-26,ATP250,Indoor,Hard,The Final,3.0,Hurkacz H.,Carreno Busta P.,13,16,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.9,1.9,,,,,1.87,2.05,3128.0,2650.0,,,,,,,1.94,2.15,1.87,1.93,
51,Nur-Sultan,Astana Open,2021-09-26,ATP250,Indoor,Hard,The Final,3.0,Kwon S.W.,Duckworth J.,82,65,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,2.0,1.8,,,,,2.11,1.81,899.0,1004.0,,,,,,,2.16,1.88,2.02,1.79,
52,San Diego,San Diego Open,2021-10-04,ATP250,Outdoor,Hard,The Final,3.0,Ruud C.,Norrie C.,10,28,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.9,1.9,,,,,1.99,1.97,3440.0,1930.0,,,,,,,2.04,2.0,1.91,1.88,
53,Sofia,Sofia Open,2021-10-03,ATP250,Indoor,Hard,The Final,3.0,Sinner J.,Monfils G.,14,20,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.57,2.37,,,,,1.69,2.31,2895.0,2278.0,,,,,,,1.69,2.53,1.59,2.33,
54,Indian Wells,BNP Paribas Open,2021-10-18,Masters 1000,Outdoor,Hard,The Final,3.0,Norrie C.,Basilashvili N.,26,36,3.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,1.57,2.37,,,,,1.56,2.61,2015.0,1556.0,,,,,,,1.67,2.61,1.57,2.44,
55,Antwerp,European Open,2021-10-24,ATP250,Indoor,Hard,The Final,3.0,Sinner J.,Schwartzman D.,16,13,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.44,2.75,,,,,1.49,2.84,2895.0,2970.0,,,,,,,1.52,2.95,1.44,2.78,
56,Moscow,Kremlin Cup,2021-10-24,ATP250,Indoor,Hard,The Final,3.0,Karatsev A.,Cilic M.,22,41,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.66,2.2,,,,,1.75,2.2,2154.0,1365.0,,,,,,,1.75,2.25,1.71,2.17,
57,St. Petersburg,St. Petersburg Open,2021-10-31,ATP250,Indoor,Hard,The Final,3.0,Cilic M.,Fritz T.,35,28,7.0,6.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,2.0,1.8,,,,,2.08,1.84,1515.0,1785.0,,,,,,,2.15,1.84,2.02,1.79,
58,Vienna,Vienna Open,2021-10-31,ATP500,Indoor,Hard,The Final,3.0,Zverev A.,Tiafoe F.,4,49,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,1.2,4.5,,,,,1.21,5.12,6680.0,1192.0,,,,,,,1.24,5.5,1.19,4.74,
59,Paris,BNP Paribas Masters,2021-11-07,Masters 1000,Indoor,Hard,The Final,3.0,Djokovic N.,Medvedev D.,1,2,4.0,5.0,4.0,6.0,6.0,3.0,6.0,3.0,,,2.0,1.0,Completed,2021,,,,,,,,,2.0,1.8,,,,,2.13,1.8,10340.0,9540.0,,,,,,,2.13,1.9,2.02,1.8,
60,Stockholm,Stockholm Open,2021-11-13,ATP250,Indoor,Hard,The Final,3.0,Paul T.,Shapovalov D.,52,18,6.0,4.0,2.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2021,,,,,,,,,2.3,1.61,,,,,2.4,1.65,1119.0,2348.0,,,,,,,2.5,1.71,2.28,1.62,
61,Turin,Masters Cup,2021-11-21,Masters Cup,Indoor,Hard,The Final,3.0,Zverev A.,Medvedev D.,3,2,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2021,,,,,,,,,2.5,1.53,,,,,2.44,1.62,6540.0,7640.0,,,,,,,2.65,1.63,2.44,1.56,
1,Adelaide,Adelaide International 1,2022-01-09,ATP250,Outdoor,Hard,The Final,3.0,Monfils G.,Khachanov K.,21,29,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.61,2.3,,,,,1.63,2.44,2158.0,1731.0,,,,,,,1.67,2.5,1.6,2.34,
2,Melbourne,Melbourne Summer Set,2022-01-09,ATP250,Outdoor,Hard,The Final,3.0,Nadal R.,Cressy M.,6,112,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.12,6.0,,,,,1.16,6.15,4875.0,683.0,,,,,,,1.18,7.0,1.14,5.66,
3,Adelaide,Adelaide International 2,2022-01-15,ATP250,Outdoor,Hard,The Final,3.0,Kokkinakis T.,Rinderknech A.,145,58,6.0,7.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,1.8,2.0,,,,,1.91,2.0,480.0,1057.0,,,,,,,2.0,2.1,1.85,1.96,
4,Sydney,Sydney Tennis Classic,2022-01-15,ATP250,Outdoor,Hard,The Final,3.0,Karatsev A.,Murray A.,20,135,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.8,2.0,,,,,1.76,2.2,2351.0,521.0,,,,,,,1.86,2.2,1.77,2.07,
5,Melbourne,Australian Open,2022-01-30,Grand Slam,Outdoor,Hard,The Final,5.0,Nadal R.,Medvedev D.,5,2,2.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,7.0,5.0,3.0,2.0,Completed,2022,,,,,,,,,2.62,1.53,,,,,2.49,1.61,4875.0,8935.0,,,,,,,2.71,1.63,2.56,1.53,
6,Cordoba,Cordoba Open,2022-02-06,ATP250,Outdoor,Clay,The Final,3.0,Ramos-Vinolas A.,Tabilo A.,44,144,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,1.72,2.0,,,,,1.76,2.19,1259.0,483.0,,,,,,,1.83,2.34,1.71,2.14,
7,Montpellier,Open Sud de France,2022-02-06,ATP250,Indoor,Hard,The Final,3.0,Bublik A.,Zverev A.,35,3,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,5.5,1.14,,,,,6.43,1.15,1433.0,7780.0,,,,,,,7.0,1.18,5.67,1.14,
8,Pune,Maharashtra Open,2022-02-06,ATP250,Outdoor,Hard,The Final,3.0,Sousa J.,Ruusuvuori E.,137,87,7.0,6.0,4.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,5.0,1.16,,,,,5.67,1.18,522.0,783.0,,,,,,,5.75,1.21,4.98,1.17,
9,Buenos Aires,Argentina Open,2022-02-13,ATP250,Outdoor,Clay,The Final,3.0,Ruud C.,Schwartzman D.,8,15,5.0,7.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,2022,,,,,,,,,1.44,2.75,,,,,1.46,2.94,4065.0,2550.0,,,,,,,1.5,3.16,1.42,2.85,
10,Dallas,Dallas Open,2022-02-13,ATP250,Indoor,Hard,The Final,3.0,Opelka R.,Brooksby J.,23,54,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.8,2.0,,,,,1.9,2.01,1846.0,1083.0,,,,,,,1.91,2.16,1.78,2.03,
11,Rotterdam,ABN AMRO World Tennis Tournament,2022-02-13,ATP500,Indoor,Hard,The Final,3.0,Auger-Aliassime F.,Tsitsipas S.,9,4,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,2.0,1.8,,,,,2.06,1.85,3818.0,7145.0,,,,,,,2.3,1.85,2.05,1.78,
12,Delray Beach,Delray Beach Open,2022-02-20,ATP250,Outdoor,Hard,The Final,3.0,Norrie C.,Opelka R.,13,20,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.66,2.2,,,,,1.69,2.32,2910.0,2051.0,,,,,,,1.74,2.35,1.65,2.23,
13,Doha,Qatar Exxon Mobil Open,2022-02-19,ATP250,Outdoor,Hard,The Final,3.0,Bautista Agut R.,Basilashvili N.,16,22,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.5,2.62,,,,,1.48,2.88,2380.0,2016.0,,,,,,,1.53,2.9,1.47,2.67,
14,Marseille,Open 13,2022-02-20,ATP250,Indoor,Hard,The Final,3.0,Rublev A.,Auger-Aliassime F.,7,9,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,2.37,1.57,,,,,2.46,1.62,4700.0,4018.0,,,,,,,2.57,1.63,2.42,1.56,
15,Rio de Janeiro,Rio Open,2022-02-20,ATP500,Outdoor,Clay,The Final,3.0,Alcaraz C.,Schwartzman D.,29,14,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.33,3.4,,,,,1.39,3.28,1673.0,2655.0,,,,,,,1.39,3.5,1.34,3.26,
16,Acapulco,Abierto Mexicano,2022-02-27,ATP500,Outdoor,Hard,The Final,3.0,Nadal R.,Norrie C.,5,12,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2022,,,,,,,,,1.16,5.0,,,,,1.21,5.02,6515.0,3070.0,,,,,,,1.22,5.2,1.18,4.84,
